id,title,author,date,created,tags,license,filepath,source,notes,authorization_status,status
00078,學生的兩百萬計畫,胡語居士,2013-01-03,2026-04-21,學生作文|教學|公益|慈善,CC-BY-NC-SA-4.0,text/教室日誌/00078_學生的兩百萬計畫.md,Facebook 個人貼文,,,
00079,考砸一科的收穫,胡語居士,2013-01-22,2026-04-21,學生輔導|戀愛|考試|家長|情感教育,CC-BY-NC-SA-4.0,text/教室日誌/00079_考砸一科的收穫.md,Facebook 個人貼文,,,
00080,校刊社的被動與熱情,胡語居士,2013-03-01,2026-04-21,校刊社|社團|學生|指導老師|刊物|反思,CC-BY-NC-SA-4.0,text/教室日誌/00080_校刊社的被動與熱情.md,Facebook 個人貼文,,,
00081,社長的好大喜功,胡語居士,2013-03-09,2026-04-21,校刊社|社長|寫作|師生關係|代筆,CC-BY-NC-SA-4.0,text/教室日誌/00081_社長的好大喜功.md,Facebook 個人貼文,,,
00082,一兆年後的子孫,胡語居士,2013-03-14,2026-04-21,學生|作文|家書|幽默,CC-BY-NC-SA-4.0,text/教室日誌/00082_一兆年後的子孫.md,Facebook 個人貼文,,,
00083,學妹慶生風波,胡語居士,2013-06-07,2026-04-21,導師|學生|教師倫理|關懷|教學反思,CC-BY-NC-SA-4.0,text/教室日誌/00083_學妹慶生風波.md,Facebook 個人貼文,,,
00084,那一車的烈日與課本,胡語居士,2013-06-13,2026-04-21,父親|課本|童年|國小|記憶|暑假,CC-BY-NC-SA-4.0,text/家書與日記/00084_那一車的烈日與課本.md,Facebook 個人貼文,,,
00085,狂讚謬讚法與夜校學生,胡語居士,2013-09-13,2026-04-22,教室日誌|夜校|師生互動|教學觀察|課堂記錄|正向鼓勵,CC-BY-NC-SA-4.0,text/教室日誌/00085_狂讚謬讚法與夜校學生.md,Facebook 個人貼文,,,
00086,週二週三的通勤苦旅,胡語居士,2013-09-24,2026-04-22,教師生活|宜蘭|通勤|職場書寫|研究生|身心疲憊,CC-BY-NC-SA-4.0,text/職場書寫/00086_週二週三的通勤苦旅.md,Facebook 個人貼文,,,
00087,鴻門宴電影的亂演,胡語居士,2013-11-22,2026-04-22,文化筆記|電影評論|鴻門宴|歷史改編|古典文學|教材選用,CC-BY-NC-SA-4.0,text/文化筆記/00087_鴻門宴電影的亂演.md,Facebook 個人貼文,,,
00088,宜蘭外地打拚的不易,胡語居士,2013-12-09,2026-04-22,職場書寫|宜蘭|租屋|異地生活|外地打拚|教師生活,CC-BY-NC-SA-4.0,text/職場書寫/00088_宜蘭外地打拚的不易.md,Facebook 個人貼文,,,
00089,情緒問題不是是非問題,胡語居士,2013-12-24,2026-04-22,情感書寫|人際關係|情緒|溝通|觀點書寫|生活感悟,CC-BY-NC-SA-4.0,text/家書與日記/00089_情緒問題不是是非問題.md,Facebook 個人貼文,,,
00090,那個再也醒不來的學生,胡語居士,2014-01-23,2026-04-22,教室日誌|師生情感|交通事故|生死|學生|教師感悟,CC-BY-NC-SA-4.0,text/教室日誌/00090_那個再也醒不來的學生.md,Facebook 個人貼文,,,
00091,宜蘭的日常審視,胡語居士,2014-02-14,2026-04-22,宜蘭|異地生活|飲食|日常觀察|在地生活|旅行手札,CC-BY-NC-SA-4.0,text/旅行手札/00091_宜蘭的日常審視.md,Facebook 個人貼文,,,
00092,台灣媒體的墮落,胡語居士,2014-02-26,2026-04-22,媒體觀察|文化筆記|新聞自由|台灣媒體|社會批評|蘋果日報,CC-BY-NC-SA-4.0,text/文化筆記/00092_台灣媒體的墮落.md,Facebook 個人貼文,,,
00093,同袍之誼與班長的媽媽,胡語居士,2014-03-15,2026-04-22,教室日誌|師生互動|詩經|課堂對話|幽默|文言文教學,CC-BY-NC-SA-4.0,text/教室日誌/00093_同袍之誼與班長的媽媽.md,Facebook 個人貼文,,,
00094,那個過動的孩子,胡語居士,2014-03-20,2026-04-22,教室日誌|特殊生|師生情感|教學觀察|過動|特教,CC-BY-NC-SA-4.0,text/教室日誌/00094_那個過動的孩子.md,Facebook 個人貼文,,,
00095,3D列印與人體器官,胡語居士,2014-05-07,2026-04-22,科技觀察|3D列印|醫療科技|社會議題|文化筆記|未來趨勢,CC-BY-NC-SA-4.0,text/文化筆記/00095_3D列印與人體器官.md,Facebook 個人貼文,,,
00096,找學生談話的收穫,胡語居士,2014-05-16,2026-04-22,教室日誌|師生互動|行政教師|學生輔導|課業輔導|教學觀察,CC-BY-NC-SA-4.0,text/教室日誌/00096_找學生談話的收穫.md,Facebook 個人貼文,,,
00097,診所裡的媽媽與孩子,胡語居士,2014-05-24,2026-04-22,育兒觀察|親子關係|公共空間|身體書寫|生活觀察|兒童教養,CC-BY-NC-SA-4.0,text/身體書寫/00097_診所裡的媽媽與孩子.md,Facebook 個人貼文,,,
00098,當老師要有心理準備,胡語居士,2014-05-26,2026-04-22,教室日誌|師培|教師甘苦|教育現場|職場書寫|學生關係,CC-BY-NC-SA-4.0,text/教室日誌/00098_當老師要有心理準備.md,Facebook 個人貼文,,,
00099,行政與教學的角色拉扯,胡語居士,2014-06-09,2026-04-22,職場書寫|行政教師|角色認同|教師生涯|職場觀察|自我反思,CC-BY-NC-SA-4.0,text/職場書寫/00099_行政與教學的角色拉扯.md,Facebook 個人貼文,,,
00100,期末教學自我檢討,胡語居士,2014-06-23,2026-04-22,教室日誌|教學檢討|師生關係|自我反思|職場書寫|教師生涯,CC-BY-NC-SA-4.0,text/教室日誌/00100_期末教學自我檢討.md,Facebook 個人貼文,,,
00101,宗教、田調與排他性,胡語居士,2014-06-27,2026-04-22,宗教|田野調查|廣西|文化筆記|信仰|人類學,CC-BY-NC-SA-4.0,text/文化筆記/00101_宗教、田調與排他性.md,Facebook 個人貼文,,,
00102,代理老師的英勇事蹟,胡語居士,2014-07-04,2026-04-22,教室日誌|代理教師|教學現場|職場書寫|師資管理|同事觀察,CC-BY-NC-SA-4.0,text/教室日誌/00102_代理老師的英勇事蹟.md,Facebook 個人貼文,,,
00103,阿公的照片,胡語居士,2014-09-03,2026-04-22,家族書寫|祖父|記憶|家族史|照片|代間書寫,CC-BY-NC-SA-4.0,text/家族書寫/00103_阿公的照片.md,Facebook 個人貼文,,,
00104,開學第一天的凍止時光,胡語居士,2014-09-10,2026-04-22,職場書寫|研究所|田調|師大|開學|時間感,CC-BY-NC-SA-4.0,text/職場書寫/00104_開學第一天的凍止時光.md,Facebook 個人貼文,,,
00105,現代德行需要彈性,胡語居士,2014-09-12,2026-04-22,觀點書寫|社會觀察|道德|現代性|生活感悟|人際關係,CC-BY-NC-SA-4.0,text/家書與日記/00105_現代德行需要彈性.md,Facebook 個人貼文,,,
00106,宜蘭大雨與落湯雞的日常,胡語居士,2014-09-26,2026-04-22,宜蘭|天氣|日常生活|異地生活|旅行手札|生活觀察,CC-BY-NC-SA-4.0,text/旅行手札/00106_宜蘭大雨與落湯雞的日常.md,Facebook 個人貼文,,,
00107,傢私散落在三地,胡語居士,2014-10-12,2026-04-22,搬家|生活感悟|宜蘭|家庭|日常書寫|物件記憶,CC-BY-NC-SA-4.0,text/家書與日記/00107_傢私散落在三地.md,Facebook 個人貼文,,,
00108,婚禮上的時間感,胡語居士,2014-10-21,2026-04-22,婚禮|同學情誼|時間感|生命記憶|家族書寫|人際關係,CC-BY-NC-SA-4.0,text/家書與日記/00108_婚禮上的時間感.md,Facebook 個人貼文,,,
00109,生命的分裂,胡語居士,2014-10-28,2026-04-22,職場書寫|身份認同|教學與研究|研究所|生命分裂|自我反思,CC-BY-NC-SA-4.0,text/職場書寫/00109_生命的分裂.md,Facebook 個人貼文,,,
00110,陳新雄老師的聲韻課,胡語居士,2014-10-30,2026-04-22,聲韻學|學術語體|師承|陳新雄|語言學|師大,CC-BY-NC-SA-4.0,text/學術語體/00110_陳新雄老師的聲韻課.md,Facebook 個人貼文,,,
00111,包容成年學生的不成熟,胡語居士,2014-11-14,2026-04-22,教室日誌|夜校|成人教育|師生關係|教學困境|職場書寫,CC-BY-NC-SA-4.0,text/教室日誌/00111_包容成年學生的不成熟.md,Facebook 個人貼文,,,
00112,林口的房子賣掉了,胡語居士,2014-11-26,2026-04-22,房產|宜蘭|生活轉換|家庭|日常書寫|感恩,CC-BY-NC-SA-4.0,text/家書與日記/00112_林口的房子賣掉了.md,Facebook 個人貼文,,,
00113,寒流中的宜蘭生活,胡語居士,2014-12-05,2026-04-22,宜蘭|冬天|寒流|異地生活|日常書寫|旅行手札,CC-BY-NC-SA-4.0,text/旅行手札/00113_寒流中的宜蘭生活.md,Facebook 個人貼文,,,
00114,高三學思達日記,胡語居士,2014-12-11,2026-04-22,教室日誌|學思達|教學方法|高三|課堂紀錄|教學觀察,CC-BY-NC-SA-4.0,text/教室日誌/00114_高三學思達日記.md,Facebook 個人貼文,,,
00115,說台語的一年級學生,胡語居士,2015-01-20,2026-04-22,教室日誌|師生互動|台語|語言|學生觀察|夜校,CC-BY-NC-SA-4.0,text/教室日誌/00115_說台語的一年級學生.md,Facebook 個人貼文,,,
00116,夜校春聯揮毫,胡語居士,2015-01-23,2026-04-22,教室日誌|書法|春聯|夜校|課外活動|教學現場,CC-BY-NC-SA-4.0,text/教室日誌/00116_夜校春聯揮毫.md,Facebook 個人貼文,,,
00117,夜幕低垂的貓詩,胡語居士,2015-02-10,2026-04-22,散文詩|貓|日常書寫|宜蘭|生活感悟|身體書寫,CC-BY-NC-SA-4.0,text/家書與日記/00117_夜幕低垂的貓詩.md,Facebook 個人貼文,,,
00118,備課備出詩的味道,胡語居士,2015-03-21,2026-04-22,教室日誌|詩歌教學|備課|文學教育|職場書寫|教師成長,CC-BY-NC-SA-4.0,text/教室日誌/00118_備課備出詩的味道.md,Facebook 個人貼文,,,
00119,休學三次的學生,胡語居士,2015-03-25,2026-04-22,教室日誌|學生輔導|師生互動|問題學生|教師關懷|教學觀察,CC-BY-NC-SA-4.0,text/教室日誌/00119_休學三次的學生.md,Facebook 個人貼文,,,
00120,陳新雄老師八秩誕辰論文會,胡語居士,2015-03-27,2026-04-22,學術語體|聲韻學|陳新雄|師大|語言學|學術傳承,CC-BY-NC-SA-4.0,text/學術語體/00120_陳新雄老師八秩誕辰論文會.md,Facebook 個人貼文,,,
00121,清明節的貓與日記,胡語居士,2015-04-05,2026-04-22,家書與日記|貓|清明節|日常書寫|生活觀察|節氣,CC-BY-NC-SA-4.0,text/家書與日記/00121_清明節的貓與日記.md,Facebook 個人貼文,,,
00122,廉恥課的男方四劍客,胡語居士,2015-04-14,2026-04-22,教室日誌|師生互動|廉恥|課堂對話|幽默|文言文教學,CC-BY-NC-SA-4.0,text/教室日誌/00122_廉恥課的男方四劍客.md,Facebook 個人貼文,,,
00123,生物課的霸凌記憶,胡語居士,2015-04-24,2026-04-22,家書與日記|霸凌|成長記憶|國中|生命書寫|教育省思,CC-BY-NC-SA-4.0,text/家書與日記/00123_生物課的霸凌記憶.md,Facebook 個人貼文,,,
00124,教專把我搞得火大,胡語居士,2015-04-28,2026-04-22,職場書寫|教師專業發展|行政壓力|職場觀察|教育政策|自我反思,CC-BY-NC-SA-4.0,text/職場書寫/00124_教專把我搞得火大.md,Facebook 個人貼文,,,
00125,聊電玩的學生,胡語居士,2015-05-12,2026-04-22,教室日誌|師生互動|電玩|夜校|學生觀察|課後聊天,CC-BY-NC-SA-4.0,text/教室日誌/00125_聊電玩的學生.md,Facebook 個人貼文,,,
00126,導師賴武忠逝世一週年,胡語居士,2015-05-13,2026-04-22,家族書寫|師恩|悼念|成長記憶|高中|人際情感,CC-BY-NC-SA-4.0,text/家族書寫/00126_導師賴武忠逝世一週年.md,Facebook 個人貼文,,,
00127,藏漢語課與辛勉老師的論文,胡語居士,2015-05-16,2026-04-22,學術語體|藏漢語|聲韻學|師大|語言學|學術傳承,CC-BY-NC-SA-4.0,text/學術語體/00127_藏漢語課與辛勉老師的論文.md,Facebook 個人貼文,,,
00128,逾三十後的小病痛,胡語居士,2015-05-19,2026-04-22,身體書寫|過敏|老化|身體感|日常書寫|生活觀察,CC-BY-NC-SA-4.0,text/身體書寫/00128_逾三十後的小病痛.md,Facebook 個人貼文,,,
00129,三十多歲的告別式,胡語居士,2015-05-27,2026-04-22,家書與日記|死亡|告別式|生命感悟|同學情誼|生死書寫,CC-BY-NC-SA-4.0,text/家書與日記/00129_三十多歲的告別式.md,Facebook 個人貼文,,,
00130,重做紅樓夢講義,胡語居士,2015-05-28,2026-04-22,教室日誌|紅樓夢|教學設計|文學教育|備課|課堂觀察,CC-BY-NC-SA-4.0,text/教室日誌/00130_重做紅樓夢講義.md,Facebook 個人貼文,,,
00131,謝師宴上的角色扮演,胡語居士,2015-06-01,2026-04-22,教室日誌|謝師宴|師生情感|畢業|高三|教師角色,CC-BY-NC-SA-4.0,text/教室日誌/00131_謝師宴上的角色扮演.md,Facebook 個人貼文,,,
00132,瀟湘館的學思達課堂,胡語居士,2015-06-02,2026-04-22,教室日誌|紅樓夢|學思達|課堂觀察|文學教育|教學方法,CC-BY-NC-SA-4.0,text/教室日誌/00132_瀟湘館的學思達課堂.md,Facebook 個人貼文,,,
00133,博物館驚魂夜,胡語居士,2015-06-05,2026-04-22,教室日誌|校外教學|突發狀況|師生互動|高三|課外活動,CC-BY-NC-SA-4.0,text/教室日誌/00133_博物館驚魂夜.md,Facebook 個人貼文,,,
00134,師大附近的畢業季日記,胡語居士,2015-06-10,2026-04-22,家書與日記|師大|畢業季|日常書寫|城市書寫|生活感悟,CC-BY-NC-SA-4.0,text/家書與日記/00134_師大附近的畢業季日記.md,Facebook 個人貼文,,,
00135,論語的道德感與現代法律,胡語居士,2015-06-13,2026-04-22,教室日誌|論語|道德教育|法律|文言文教學|課堂觀察,CC-BY-NC-SA-4.0,text/教室日誌/00135_論語的道德感與現代法律.md,Facebook 個人貼文,,,
00136,劉姥姥逛大觀園的學思達,胡語居士,2015-06-16,2026-04-22,教室日誌|紅樓夢|劉姥姥|學思達|課堂觀察|文學教育,CC-BY-NC-SA-4.0,text/教室日誌/00136_劉姥姥逛大觀園的學思達.md,Facebook 個人貼文,,,
00137,智永楷書與國語文競賽,胡語居士,2015-06-22,2026-04-22,教室日誌|書法|智永|楷書|國語文競賽|教學觀察,CC-BY-NC-SA-4.0,text/教室日誌/00137_智永楷書與國語文競賽.md,Facebook 個人貼文,,,
00138,Toli的飲水記,胡語居士,2015-06-24,2026-04-22,家書與日記|貓|寵物|日常書寫|尿結石|生活觀察,CC-BY-NC-SA-4.0,text/家書與日記/00138_Toli的飲水記.md,Facebook 個人貼文,,,
00139,豪華進香團遊輪記,胡語居士,2015-07-04,2026-04-22,旅行手札|遊輪|台灣人|旅遊觀察|生活感悟|幽默,CC-BY-NC-SA-4.0,text/旅行手札/00139_豪華進香團遊輪記.md,Facebook 個人貼文,,,
00140,吐瓦魯的語言田調,胡語居士,2015-07-04,2026-04-22,學術語體|語言田調|吐瓦魯|南島語言|邦交國|語言學,CC-BY-NC-SA-4.0,text/學術語體/00140_吐瓦魯的語言田調.md,Facebook 個人貼文,,,
00141,北大博論與我的碩論大綱,胡語居士,2015-07-06,2026-04-22,學術語體|論文|北京大學|研究倫理|聲韻學|學術競爭,CC-BY-NC-SA-4.0,text/學術語體/00141_北大博論與我的碩論大綱.md,Facebook 個人貼文,,,
00142,台北羽球公開賽觀賽記,胡語居士,2015-07-18,2026-04-22,身體書寫|羽球|林丹|運動書寫|觀賽|台北,CC-BY-NC-SA-4.0,text/身體書寫/00142_台北羽球公開賽觀賽記.md,Facebook 個人貼文,,,
00143,林丹的賽前暖身,胡語居士,2015-07-20,2026-04-22,身體書寫|羽球|林丹|運動觀察|職業選手|暖身,CC-BY-NC-SA-4.0,text/身體書寫/00143_林丹的賽前暖身.md,Facebook 個人貼文,,,
00144,看著自己的硬筆字越發覺得醜,胡語居士,2015-07-30,2026-04-22,身體書寫|硬筆字|書法|自我要求|練字|審美,CC-BY-NC-SA-4.0,text/身體書寫/00144_看著自己的硬筆字越發覺得醜.md,Facebook 個人貼文,,,
00145,颱風夜淹水與叭噗,胡語居士,2015-08-08,2026-04-22,家書與日記|颱風|淹水|宜蘭|貓|日常書寫,CC-BY-NC-SA-4.0,text/家書與日記/00145_颱風夜淹水與叭噗.md,Facebook 個人貼文,,,
00146,接後母班的心情,胡語居士,2015-08-10,2026-04-22,職場書寫|導師|後母班|夜校|教師生涯|職場觀察,CC-BY-NC-SA-4.0,text/職場書寫/00146_接後母班的心情.md,Facebook 個人貼文,,,
00147,達文西展的展覽手法,胡語居士,2015-08-26,2026-04-22,文化筆記|展覽|達文西|策展手法|藝術|觀展記,CC-BY-NC-SA-4.0,text/文化筆記/00147_達文西展的展覽手法.md,Facebook 個人貼文,,,
00148,週記的難題：敘利亞與我們,胡語居士,2015-09-09,2026-04-22,教室日誌|週記|敘利亞|難民|公民教育|課堂設計,CC-BY-NC-SA-4.0,text/教室日誌/00148_週記的難題：敘利亞與我們.md,Facebook 個人貼文,,,
00149,柳絮因風起的教學困境,胡語居士,2015-09-11,2026-04-22,教室日誌|古文教學|謝道韞|文言文|備課|教學設計,CC-BY-NC-SA-4.0,text/教室日誌/00149_柳絮因風起的教學困境.md,Facebook 個人貼文,,,
00150,神隱少女的成長閱讀,胡語居士,2015-09-16,2026-04-22,文化筆記|神隱少女|宮崎駿|動畫|文化書寫|成長觀點,CC-BY-NC-SA-4.0,text/文化筆記/00150_神隱少女的成長閱讀.md,Facebook 個人貼文,,,
00151,狀況差到極致的一年級,胡語居士,2015-09-23,2026-04-22,教室日誌|課堂秩序|夜校|師生互動|教學困境|課堂管理,CC-BY-NC-SA-4.0,text/教室日誌/00151_狀況差到極致的一年級.md,Facebook 個人貼文,,,
00152,路燈暗掉的宜蘭夜晚,胡語居士,2015-10-01,2026-04-22,旅行手札|宜蘭|夜晚|颱風|異地生活|城市觀察,CC-BY-NC-SA-4.0,text/旅行手札/00152_路燈暗掉的宜蘭夜晚.md,Facebook 個人貼文,,,
00153,聰明過了頭的一年級生,胡語居士,2015-10-13,2026-04-22,教室日誌|學生觀察|聰明|課堂互動|師生關係|教學觀察,CC-BY-NC-SA-4.0,text/教室日誌/00153_聰明過了頭的一年級生.md,Facebook 個人貼文,,,
00154,後母班的排擠問題,胡語居士,2015-10-24,2026-04-22,教室日誌|班級經營|排擠|同儕關係|後母班|學生輔導,CC-BY-NC-SA-4.0,text/教室日誌/00154_後母班的排擠問題.md,Facebook 個人貼文,,,
00155,騎單車的國中鄰居,胡語居士,2015-11-10,2026-04-22,家書與日記|鄰居|單車|宜蘭|租屋生活|人際觀察,CC-BY-NC-SA-4.0,text/家書與日記/00155_騎單車的國中鄰居.md,Facebook 個人貼文,,,
00156,松伯來訪的下午,胡語居士,2015-11-28,2026-04-22,職場書寫|同事情誼|教學無力感|職場支持|友情|教師生涯,CC-BY-NC-SA-4.0,text/職場書寫/00156_松伯來訪的下午.md,Facebook 個人貼文,,,
00157,慢熱導師的挑戰,胡語居士,2015-12-02,2026-04-22,教室日誌|導師|班級經營|師生關係|性格書寫|職場書寫,CC-BY-NC-SA-4.0,text/教室日誌/00157_慢熱導師的挑戰.md,Facebook 個人貼文,,,
00158,段考後辦公室門口的風波,胡語居士,2015-12-04,2026-04-22,教室日誌|段考|師生互動|課堂秩序|幽默|學生觀察,CC-BY-NC-SA-4.0,text/教室日誌/00158_段考後辦公室門口的風波.md,Facebook 個人貼文,,,
00159,當了導師的這半年,胡語居士,2015-12-15,2026-04-22,職場書寫|導師|成長反思|溝通|教師生涯|年末感悟,CC-BY-NC-SA-4.0,text/職場書寫/00159_當了導師的這半年.md,Facebook 個人貼文,,,
00160,大人的零食,胡語居士,2016-01-14,2026-04-22,消費經驗|零食|成人品味|生活觀察|飲食文化|日常書寫,CC-BY-NC-SA-4.0,text/消費經驗/00160_大人的零食.md,Facebook 個人貼文,,,
00161,豬小排餐廳評論,胡語居士,2016-03-06,2026-04-22,消費經驗|餐廳評論|豬小排|飲食書寫|消費觀察|服務品質,CC-BY-NC-SA-4.0,text/消費經驗/00161_豬小排餐廳評論.md,Facebook 個人貼文,,,
00162,始得西山宴遊記的第四版講義,胡語居士,2016-03-11,2026-04-22,教室日誌|學思達|古文教學|備課|課堂設計|教學日記,CC-BY-NC-SA-4.0,text/教室日誌/00162_始得西山宴遊記的第四版講義.md,Facebook 個人貼文,,,
00163,臭臉老師與齒列矯正,胡語居士,2016-04-29,2026-04-22,身體書寫|師生互動|外貌|齒列矯正|幽默|自我書寫,CC-BY-NC-SA-4.0,text/身體書寫/00163_臭臉老師與齒列矯正.md,Facebook 個人貼文,,,
00164,我的學生不帶筆,胡語居士,2016-05-05,2026-04-22,教室日誌|課堂管理|學生觀察|校規|教學困境|幽默,CC-BY-NC-SA-4.0,text/教室日誌/00164_我的學生不帶筆.md,Facebook 個人貼文,,,
00165,郁離子詬食的主動半分課,胡語居士,2016-05-07,2026-04-22,教室日誌|學思達|郁離子|古文教學|課堂設計|教學日記,CC-BY-NC-SA-4.0,text/教室日誌/00165_郁離子詬食的主動半分課.md,Facebook 個人貼文,,,
00166,畢業典禮的記憶,胡語居士,2016-05-30,2026-04-22,家書與日記|畢業典禮|家人|成長記憶|師大|人生回顧,CC-BY-NC-SA-4.0,text/家書與日記/00166_畢業典禮的記憶.md,Facebook 個人貼文,,,
00167,世界上唯一懂西夏語的人,胡語居士,2016-07-12,2026-04-22,職場書寫|龔煌城|西夏語|語言學|師承|學術感懷,CC-BY-NC-SA-4.0,text/職場書寫/00167_世界上唯一懂西夏語的人.md,Facebook 個人貼文,,,
00168,馬祖大霧改搭渡輪記,胡語居士,2016-07-19,2026-04-22,旅行手札|馬祖|渡輪|天候|旅途意外|離島,CC-BY-NC-SA-4.0,text/旅行手札/00168_馬祖大霧改搭渡輪記.md,Facebook 個人貼文,,,
00169,去蔡宗陽老師家搬書,胡語居士,2016-08-17,2026-04-22,職場書寫|蔡宗陽|師恩|藏書|青田街|悼念,CC-BY-NC-SA-4.0,text/職場書寫/00169_去蔡宗陽老師家搬書.md,Facebook 個人貼文,,,
00170,文言文翻白話的不快,胡語居士,2016-09-01,2026-04-22,職場書寫|文言文|白話文|語文教育|社會批評|觀點書寫,CC-BY-NC-SA-4.0,text/職場書寫/00170_文言文翻白話的不快.md,Facebook 個人貼文,,,
00171,設計師噴環氧樹脂到半夜,胡語居士,2016-09-22,2026-04-22,家書與日記|裝潢|夫妻生活|居家|日常書寫|生活觀察,CC-BY-NC-SA-4.0,text/家書與日記/00171_設計師噴環氧樹脂到半夜.md,Facebook 個人貼文,,,
00172,什麼都不會的國文老師,胡語居士,2016-11-11,2026-04-22,教室日誌|師生互動|教師形象|幽默|課堂對話|職場書寫,CC-BY-NC-SA-4.0,text/教室日誌/00172_什麼都不會的國文老師.md,Facebook 個人貼文,,,
00173,新官上任的合唱比賽焦慮,胡語居士,2016-11-17,2026-04-22,職場書寫|合唱比賽|行政教師|焦慮|班級經營|課外活動,CC-BY-NC-SA-4.0,text/職場書寫/00173_新官上任的合唱比賽焦慮.md,Facebook 個人貼文,,,
00174,沒教的班級讓我不高興,胡語居士,2016-12-22,2026-04-22,教室日誌|高一|師生關係|課堂秩序|教師情緒|職場書寫,CC-BY-NC-SA-4.0,text/教室日誌/00174_沒教的班級讓我不高興.md,Facebook 個人貼文,,,
00175,愛找學生碴的班導代理,胡語居士,2014-05-17,2026-04-22,教學現場|師生關係|行政職|學生輔導|高中教育,CC-BY-NC-SA-4.0,text/教室日誌/00175_愛找學生碴的班導代理.md,Facebook 個人貼文,,,
00176,廣西田調與信仰對話,胡語居士,2014-06-28,2026-04-22,宗教|田野調查|廣西|信仰|友誼|基督教,CC-BY-NC-SA-4.0,text/文化筆記/00176_廣西田調與信仰對話.md,Facebook 個人貼文,,,
00177,第三年的春聯揮毫,胡語居士,2017-01-12,2026-04-22,夜校|書法|春聯|教學現場|傳統文化,CC-BY-NC-SA-4.0,text/教室日誌/00177_第三年的春聯揮毫.md,Facebook 個人貼文,,,
00178,三年的功夫毀於一個期末考,胡語居士,2017-01-13,2026-04-22,教學現場|考試制度|課程設計|高中教育|國文科,CC-BY-NC-SA-4.0,text/教室日誌/00178_三年的功夫毀於一個期末考.md,Facebook 個人貼文,,,
00179,香腸與年貨的記憶,胡語居士,2017-01-16,2026-04-22,過年|年貨|香腸|家人|飲食記憶,CC-BY-NC-SA-4.0,text/家族書寫/00179_香腸與年貨的記憶.md,Facebook 個人貼文,,,
00180,Toli離開的那天,胡語居士,2017-02-01,2026-04-22,寵物|失去|悲傷|除夕|生命,CC-BY-NC-SA-4.0,text/家書與日記/00180_Toli離開的那天.md,Facebook 個人貼文,,,
00181,搬家遇見以前的自己,胡語居士,2017-02-04,2026-04-22,搬家|聲韻學|學習記憶|詩經|成長,CC-BY-NC-SA-4.0,text/家書與日記/00181_搬家遇見以前的自己.md,Facebook 個人貼文,,,
00182,漂書活動的意外收穫,胡語居士,2017-02-08,2026-04-22,漂書|閱讀|書友|交流活動|吉本,CC-BY-NC-SA-4.0,text/文化筆記/00182_漂書活動的意外收穫.md,Facebook 個人貼文,,,
00183,被逼著走進象牙塔的幸福,胡語居士,2017-03-03,2026-04-22,博士生|論文寫作|學術生活|自我反思,CC-BY-NC-SA-4.0,text/職場書寫/00183_被逼著走進象牙塔的幸福.md,Facebook 個人貼文,,,
00184,哈剌虎剌是什麼虎,胡語居士,2017-03-11,2026-04-22,歷史語言|高昌館|獰貓|明朝|文獻考證|動物,CC-BY-NC-SA-4.0,text/文化筆記/00184_哈剌虎剌是什麼虎.md,Facebook 個人貼文,,,
00185,遺失叭噗的半小時,胡語居士,2017-04-05,2026-04-22,寵物|貓|家庭生活|緊張|尋貓,CC-BY-NC-SA-4.0,text/家書與日記/00185_遺失叭噗的半小時.md,Facebook 個人貼文,,,
00186,亞泥礦權與太魯閣連署,胡語居士,2017-04-08,2026-04-22,環境議題|太魯閣|亞泥|原住民|礦業法|公民行動,CC-BY-NC-SA-4.0,text/文化筆記/00186_亞泥礦權與太魯閣連署.md,Facebook 個人貼文,,,
00187,夜校裡那個聰明的應屆生,胡語居士,2017-04-12,2026-04-22,夜校|師生關係|教學現場|學生故事|高中教育,CC-BY-NC-SA-4.0,text/教室日誌/00187_夜校裡那個聰明的應屆生.md,Facebook 個人貼文,,,
00188,寫作是一種天賦嗎,胡語居士,2017-04-28,2026-04-22,寫作|天賦|友情|自我反思|成長,CC-BY-NC-SA-4.0,text/家書與日記/00188_寫作是一種天賦嗎.md,Facebook 個人貼文,,,
00189,赤壁賦書法欣賞課,胡語居士,2017-04-28,2026-04-22,教學現場|赤壁賦|書法|蘇東坡|國文課,CC-BY-NC-SA-4.0,text/教室日誌/00189_赤壁賦書法欣賞課.md,Facebook 個人貼文,,,
00190,海上觀察員的那篇報導,胡語居士,2017-05-17,2026-04-22,漁業|勞工|環境|海上觀察員|職業安全,CC-BY-NC-SA-4.0,text/文化筆記/00190_海上觀察員的那篇報導.md,Facebook 個人貼文,,,
00191,這樣的日子沒什麼好奢求的,胡語居士,2017-05-24,2026-04-22,日常生活|知足|植物|家居|讀書,CC-BY-NC-SA-4.0,text/家書與日記/00191_這樣的日子沒什麼好奢求的.md,Facebook 個人貼文,,,
00192,馮諼客孟嘗君的角色扮演分組,胡語居士,2017-05-28,2026-04-22,教學現場|馮諼客孟嘗君|角色扮演|國文課|分組教學,CC-BY-NC-SA-4.0,text/教室日誌/00192_馮諼客孟嘗君的角色扮演分組.md,Facebook 個人貼文,,,
00193,教師只能等待的時刻,胡語居士,2017-06-03,2026-04-22,教學現場|師生關係|等待|教育哲學|成長,CC-BY-NC-SA-4.0,text/教室日誌/00193_教師只能等待的時刻.md,Facebook 個人貼文,,,
